UNIQUD,NAME,MPP,CLP,CMP,GMP,MEP,CD8
NM_008741,Nsg2,11.0216,24.9878,2.4441,1.0993,3.214,744.1987
NM_001170935,BC005764,1009.8566,379.8469,979.1021,1008.896,64.3228,5.821
NM_001272055,Numb,45.4145,56.4239,75.778,68.8943,119.8283,156.3296
NM_173047,Cbr3,2.8877,1.5151,7.681,3.6649,4.0213,0
NM_011364,Sh2d1a,0,1.5141,0,0.3662,0,139.6973
NM_009023,Rapsn,7.8727,11.7427,20.952,29.6828,7.2341,0
NM_001034962,Sorbs1,23.3568,25.7465,26.8889,19.0564,284.6418,137.1972
NM_001170869,Wibg,15.8786,13.6299,39.8066,30.4156,57.0836,119.7337
NM_001024698,Cpa2,2.7554,0,1.397,3.6645,0,0.8318
NM_001146123,Psap,387.1502,1430.0433,361.0588,373.7945,298.3389,267.7449
NM_198005,Dcaf17,18.2419,29.5369,26.5417,22.3554,42.6103,68.1869
NM_001199350,Rpl34-ps1,1133.2732,1207.1071,1112.8118,1151.4931,2428.1384,1042.7151
NM_026858,Xrcc6bp1,60.3672,82.5509,97.778,86.4857,123.025,37.4159
NM_028094,Ugt2a3,0.5248,0,0,0,0,0
NM_029066,Wbp2nl,0.3936,0.3785,0.349,0,2.4143,0
NM_008373,Il9,0,0,0,0,0,0
NM_001281464,Ctc1,158.6459,214.7366,174.9512,172.9729,215.5074,61.5358
NR_037262,Mir669p-2,0,0,0,0,0,0
NR_037572,Dcaf11,77.6881,117.7669,126.7565,118.3646,220.2745,155.4946
NM_001030014,Mcat,79.6565,148.4546,144.5593,119.8344,280.5785,46.5622
NM_001271729,Tk1,192.6568,351.5189,197.9993,209.9862,582.1445,15.8004
NM_025597,Ndufb3,81.7656,158.3158,130.247,182.4993,393.1924,80.6553
NM_009487,Vmn2r89,0,0,0,0,0,0
NM_145569,Mat2a,573.9465,803.9258,1080.3424,1046.2878,3958.7629,583.7353
NM_008021,Foxm1,59.3079,77.6356,76.1226,57.9013,94.8692,4.9903
NM_027439,Atp6ap2,98.7278,124.5839,218.5954,444.8879,261.2503,104.7703
NM_009490,Vmn2r30,0,0,0,0,0,0
NM_133663,Itgb4,4.3323,8.714,3.1426,2.9318,2.4131,0.8315
NM_025525,Rnf113a2,54.3265,83.7014,115.2376,109.2076,167.1978,43.238
NM_001167151,Gm4498,0,0,0,0,0,0
NM_031377,Pramel1,0.9184,0,0,0,0,0
NM_172794,Zfp454,0,0,0,0.3665,0,0.8318
NM_001285473,Carf,20.7371,24.2314,26.1901,18.6905,50.6492,16.6315
NR_040547,4930509J09Rik,3.5427,0.3788,0.3495,0,0,0
NR_040746,4930540M03Rik,0,0,0,0,0,0
NM_008788,Pcolce,0.1312,0,0,0,0,0.8318
NM_001114754,Gm6121,0,0,0,0,0,0
NM_027296,Trnt1,29.0031,54.9145,76.1294,65.9616,221.1343,64.8505
NM_001165971,Gm5803,0,0,0,0,0,0
NM_001033780,I830077J02Rik,19.4204,40.1346,37.714,22.7216,8.8462,0
NM_031374,Tex15,1.4432,1.5142,2.4458,1.0993,0.8035,0.8315
NM_023662,Pcm1,155.6498,253.6912,260.158,228.3046,382.7196,198.7311
NM_181391,Chchd7,100.2606,155.2821,112.4418,156.8477,328.0386,93.1254
NM_013739,Dok3,233.0365,296.1776,317.0828,465.3951,112.5392,20.7909
NR_030460,Mir688,0,0,0,0,0,0
NR_037571,Gm7056,0,0,0,0,0,0
NM_020567,Gmnn,127.8204,224.5733,246.1829,329.0859,1054.8641,41.5786
NM_012052,Rps3,12886.9465,13873.0424,10472.8477,9034.9919,22651.2464,11046.5588
NM_001038708,Cdc42se1,202.2235,309.7796,274.838,309.6631,576.5018,745.0417
NM_175364,Lyrm2,23.6259,51.4888,51.3329,60.8309,98.0856,76.5006
NM_026316,Aldh3b1,16.9289,15.5296,30.0333,48.3725,21.7044,6.6519
NM_001033391,Ipcef1,12.7283,12.1145,15.0176,1.8322,4.8223,183.7532
NM_001177881,Mfap3l,6.9561,0,3.1425,4.3978,0,0
NM_031164,F13b,0,0,0,0,0,0
NR_029794,Mir212,0,0,0,0,0,0
NM_021523,Huwe1,190.1747,259.734,445.2279,368.2996,718.8022,562.0713
NM_011277,Rnf2,39.5058,76.8599,100.5714,97.8408,111.7435,148.8483
NM_001003719,Ralgapa1,114.3138,144.244,230.8193,178.4579,389.1278,332.5981
NM_013761,Srr,48.9496,62.4696,60.7638,55.3337,121.4035,86.48
NM_145578,Ube2m,750.3215,985.0904,725.6176,685.6549,2134.0226,342.6025
NM_001142953,Gm17359,6.9544,0.7571,5.588,2.1988,10.4545,0
NM_001164631,Mum1l1,0,0,0,0,0,0
NM_029555,Gstk1,19.1584,25.748,33.5211,21.2541,19.2991,18.2916
NM_001166743,Vmn1r117,0,0,0,0,0,0
NR_015593,D130009I18Rik,9.1861,0,0.3491,0,0.8048,0
NM_201530,Sly,0.1312,0,0,0,0,0
NM_146069,Nrros,927.8177,1004.6135,1080.3671,1135.7169,600.6022,409.9436
NM_001110162,Cdca2,119.0127,144.2965,155.3911,102.2451,213.856,27.4433
NM_144520,Sec14l2,3.9362,63.2609,4.5401,0,332.0954,4.1584
NR_028110,Ppp2r3d,117.702,175.7203,113.8327,82.819,207.4267,133.8824
NM_001164526,Mup11,0,0,0,0,0,0
NM_008626,Mrc2,9.184,17.4133,17.1077,0.3665,6.4279,0
NM_028784,F13a1,327.1088,99.2475,1542.7327,1846.9841,119.0076,9.1459
NM_001025379,Sema3g,0.1312,0,0,0,0,0
NM_010970,Olfr23,0,0,0,0,0,0
NM_021504,Ngly1,45.8028,88.9872,81.3643,73.6552,177.6758,164.6345
NM_176919,Ppm1h,69.8364,62.844,146.3203,164.176,42.6116,1248.0552
NM_198631,Zc3h4,287.5014,447.3036,306.9351,296.101,572.5278,202.0646
NM_009721,Atp1b1,26.2449,78.3921,18.8566,24.5544,5.6244,175.4464
NM_133898,N4bp2l1,77.4261,121.5429,115.2395,96.7441,190.5381,343.4017
NM_001003913,Mars,159.3268,273.1003,210.565,246.6329,775.0931,123.0705
NM_001166642,Bcas3,123.4868,218.103,236.7631,160.1442,525.0518,543.8231
NR_105055,LOC101056136,0,0,0,0,0,0
NM_001042592,Arrdc4,12.9918,10.6014,22.697,21.2541,49.8535,19.1237
NM_030718,Abo,0.9184,1.8947,0,0.3662,0,0
NM_001271447,Enox2,53.2821,53.3842,91.4916,74.024,147.1489,101.4324
NM_001105160,Cyp3a59,3.28,0,0,0,0,0
NM_172049,Tmem18,23.3599,39.7598,42.2562,35.1804,114.968,59.0376
NM_009360,Tfam,144.4854,218.8922,216.8504,193.1242,602.9967,202.8931
NM_175344,Ano6,163.0011,210.5347,253.8695,241.4966,134.2607,428.2243
NM_001033341,Zfp407,63.5222,113.9869,119.4229,114.6991,184.1011,149.6656
NM_001038619,Dnm3,11.0232,3.7874,3.8413,1.4662,10.4464,7.4854
NR_003625,1700073E17Rik,0.5248,0,0,0,0,0
NM_146646,Olfr152,0,0,0,0,0,0
NM_146084,Fam13b,49.4858,67.7615,87.6525,71.0919,184.9425,205.3857
NM_033604,Rnf111,46.8558,60.1993,97.4184,79.156,115.7767,132.2012
NM_001167876,Skint5,16.1412,2.6504,4.5404,2.199,6.4344,5.8208
NM_024451,Sun1,54.0709,124.9785,102.6642,89.7846,462.3558,139.6937
NM_147122,Olfr623,0,0,0,0,0,0
NM_172628,Sh3tc2,4.8547,40.5374,2.4442,0.3665,333.6908,0.8318
NR_037982,9330159M07Rik,8.6645,7.1948,8.0308,35.5452,12.0615,0
NM_176998,Sybu,8.792,0,0,0,0.8035,1.6636
NM_133897,Lrrc8c,112.9977,145.7948,146.6592,93.8157,537.1079,444.0236
NM_001145880,Zfp790,17.8468,24.9903,32.1276,30.783,48.2439,43.2419
NR_045194,4930525G20Rik,1.9681,3.409,1.047,1.8319,0,0
NM_023224,Cblc,0.1312,0,0,0,0,0
NM_025533,Nosip,228.0805,215.0943,262.9511,251.3916,447.8184,203.7214
NM_001198835,Coch,0.2625,0,0,0,0,0.8318
NM_008229,Hdac2,89.6322,156.3984,208.8178,208.5191,468.7377,87.3083
NM_016698,Rnf10,401.3325,402.903,556.9638,519.6425,854.6842,332.6099
NM_147030,Olfr1134,0,0,0,0,0,0
NM_010169,F2r,21.3931,15.5226,64.6016,15.3912,143.9023,107.2657
NM_030215,Wrnip1,64.2972,92.0327,81.358,85.7514,209.0534,111.4318
NM_001252537,Ciz1,209.7123,224.58,197.9886,196.4286,386.7069,181.2695
NM_080436,Rdh1,0.1312,2.6514,0,0,2.4118,1.6624
NM_011274,Uri1,124.0149,205.2204,253.8608,226.1117,426.1102,170.4529
NM_001001735,Whsc1l1,86.3618,140.099,166.9175,127.5304,447.0764,465.6473
NM_001110330,Fiz1,94.62,125.7191,116.2907,98.2109,193.7351,77.3318
NM_173767,Insc,0.5251,1.1356,0,0,0,0
NM_009517,Zmat3,4.0677,18.9341,11.5234,3.2979,77.1994,50.7286
NM_181543,Gpr151,0,0,0,0,0,0
NM_013561,Htr3a,0,0,0,0,0,0
NM_023824,Paqr4,6.5628,27.2724,14.6655,19.0564,171.2716,9.1474
NM_023464,Ssna1,275.5973,413.9594,307.2958,338.9792,1176.3242,160.4777
NM_008868,Pla2g2c,0,0,0,0,0,0
NR_104361,Osgepl1,11.6788,14.3863,23.3979,24.5528,180.8898,29.9331
NM_175860,Gimap1,175.5569,277.9561,52.3775,12.0927,32.1665,682.6914
NM_001286575,Ehmt2,444.9941,528.6739,401.5634,391.3819,599.0046,272.7319
NM_001142647,Tmem194b,37.6605,87.0858,47.4911,38.8452,42.6065,95.6308
NM_001166174,Dmkn,5.5153,5.6826,2.7941,33.3482,1.607,0
NM_001163182,Plekhb1,0.5248,0,0.3491,0,0,0
NM_007854,Slc29a2,23.4934,33.6991,39.4595,31.8829,70.7675,13.3042
NM_178942,Il17rc,9.1845,8.3279,0,0,0.8035,0
NM_007718,Ccr1l1,0,0,0,0,0,0
NM_183189,Krtap13-1,0,0,0,0,0,0
NM_001177620,Arpp21,27.5526,92.39,1.3965,0.3665,1.6083,4.1577
NM_001025392,Bclaf1,319.4694,470.3069,640.4431,613.0911,1503.6237,387.4867
NM_001013371,Dtx3l,155.377,213.1514,221.3898,177.7322,232.3923,432.4
NM_001256384,Rims2,0.3936,0,0,0,0,0
NM_028019,Rnf135,37.1354,61.7194,63.2071,52.0367,44.2186,47.3981
NM_053262,Hsd17b11,90.5627,82.5451,107.9035,175.9014,47.4404,74.0068
NM_011654,Tuba1b,1432.0848,2262.8129,893.5583,1011.4923,3129.4139,292.6722
NM_013616,Olfr65,0,0,0,0,0,0
NR_105749,Mir6241,0,0,0,0,0,0
NM_019577,Ccl24,0,0,1.3969,1.0995,0,0
NM_026087,Ceacam12,0,0,0,0,0,0
NM_001164576,Zfp169,12.4679,6.4354,13.2688,7.6948,17.6856,44.0672
NM_028264,Tmem55a,43.3139,45.8237,104.7595,101.1439,212.2542,69.0187
NM_001172099,Cuedc1,28.0862,8.7087,23.0494,8.0627,10.4559,37.42
NM_001163749,Camsap3,6.167,6.814,5.2383,3.2984,9.6484,0
NR_028573,Snora24,1.9685,3.7861,2.4446,2.9322,8.8435,2.4942
NM_016755,Atp5j,237.1482,490.482,442.0471,424.3825,913.3486,182.9433
NM_001177467,Gm7030,0,0,0,0,0,0
NM_019406,Fnbp1,125.7197,171.1321,234.319,186.5227,216.3109,709.2585
NM_001080971,Tubb1,3.8053,0,0,0,1.607,0
NM_172151,Zdhhc8,309.1724,464.1879,242.6874,167.8394,117.3928,344.2326
NM_001285438,Rbfox3,17.712,0,0,1.0993,0,0
NM_001145854,Pak6,0.7875,3.4089,1.7468,0.3664,10.4518,3.3266
NR_105786,Mir6367,0,0,0,0,0,0
NM_025768,Grtp1,7.4787,18.1738,3.8404,0.3665,36.9915,0
NM_001193303,Lims1,343.5704,405.5335,453.9491,393.2162,723.6299,395.7959
NM_130889,Anp32b,1130.137,1205.5453,1280.7752,1243.4382,3800.2797,360.0414
NM_175454,Hid1,8.7914,6.4352,3.8416,0.7326,3.214,315.1596
NM_001164797,Hephl1,2.2304,0,0,0,0,0
NM_011118,Prl2c3,0.1312,0,0,0,0,0
NM_178252,Arhgap33,64.0361,90.5048,79.9735,28.216,162.4413,14.9655
NM_153583,Atg4d,50.0053,68.5458,52.3781,44.342,192.9537,156.3405
NM_027548,Serpinb7,0,0,0,0,0,0
NM_001285494,Gnb1l,43.4353,85.2007,60.062,64.4979,250.8405,78.9967
NM_008799,Pdcd2,91.464,169.2968,121.5267,119.1001,334.4835,160.4917
NM_029154,Tmbim7,0,0.7574,0,0.3662,2.4143,0
NM_172824,Ccdc14,12.7313,22.7182,33.8751,24.1858,89.2566,9.1481
NM_001143834,Grm5,5.9045,0.3788,0.6983,0.3664,0.8035,0
NM_001081641,Pitpnm3,1.3123,0,0,0,0,0
NM_019722,Arl2,188.2072,176.109,174.5995,200.4544,340.9192,74.0009
NM_021468,Unc13b,8.6598,0.757,1.7463,1.0993,7.2352,2.4936
NM_018864,Impa1,68.2431,90.5001,137.5802,161.2488,266.1238,100.6137
NM_001191027,Dync1i1,6.5606,0.3785,1.0479,1.099,0.8035,0.8318
NM_018755,Cpq,123.7536,115.877,258.0479,256.5208,302.3065,74.8271
NM_025426,Med7,68.3662,123.8037,115.9318,84.6532,486.3592,27.4406
NM_011727,Xlr3c,0.1312,0,0,0,0,0
NM_029851,Dync2h1,31.6253,26.8771,33.8753,26.0177,63.5112,24.1094
NM_001253371,Kcnma1,12.0712,1.5152,1.3968,0.7331,1.607,2.4948
NM_001166745,Vmn1r115,0,0,0,0,0,0
NM_031169,Kcnmb1,0.9184,0,0,0,0,1.6624
NM_027585,Cnbd2,35.1729,32.9423,37.0175,44.7089,47.4377,49.8928
NM_025356,Ube2d3,149.4802,231.3504,342.2183,318.4511,591.6695,381.6669
NM_144550,Spice1,55.6432,56.4138,71.9365,65.5955,130.2524,123.8894
NM_011969,Psma7,955.0905,1122.1747,1489.9305,1691.6744,2911.2573,671.0296
NM_001162523,Ceacam12,0,0,0,0,0,0
NM_007446,Amy1,0.1312,0.7571,0,0,0,0.8312
NM_001243051,Atp6v0a1,81.9071,120.046,176.3549,245.8943,608.7171,13.3054
NM_011915,Wif1,3.5447,3.4077,2.0958,0.7329,0,1.6627
NM_146563,Olfr18,0,0,0,0,0,0
NM_138670,Mpst,99.7386,123.8381,144.2231,168.5681,414.8969,110.5934
NM_172133,Adap2,8.7905,36.3674,10.4767,4.7639,8.0427,4.1584
NM_001163247,Birc7,0,0,0,0,0,0
NM_172631,Ldlrad4,137.134,246.8689,157.1468,91.612,36.9902,514.7026
NM_001080926,Lrp8,66.81,82.9226,107.5498,134.4898,118.9892,16.6288
NM_009697,Nr2f2,0,0,0,0,0,0
NM_178115,2700050L05Rik,21.259,46.2009,39.4611,27.4865,96.4775,48.2262
NM_026198,Tmem167b,12.204,20.8255,16.7624,24.1873,47.4458,28.2754
NM_172293,Pced1b,89.2463,70.0535,129.2112,113.6002,200.1983,854.7634
NM_178896,Dcun1d4,2.7568,12.4948,9.4282,6.5956,12.0588,9.1478
NM_001102611,Smyd4,51.7048,75.7302,79.6142,84.2844,107.7484,114.7514
NR_035411,Mir669g,0,0,0,0,0,0
NM_009792,Camk2a,93.8288,83.2902,57.6204,52.7727,4.0213,15.8006
NR_045092,Gm19303,0,0,0,0,0,0
NM_007615,Ctnnd1,22.9757,15.901,85.5532,101.1448,141.5012,0.8312
NM_178708,Pcid2,19.1605,35.598,38.4116,43.9754,57.8858,29.1042
NM_001033634,Zyg11b,61.022,81.4121,107.5538,100.0435,91.6555,252.7756
NM_001114386,Nedd4l,113.9186,156.0031,201.1372,161.97,132.6602,360.0202
NM_024241,Kif24,32.5484,61.3398,108.2544,78.4216,209.0588,9.9789
NM_001001453,Tas2r144,0,0,0,0,0,0
NM_147091,Olfr568,0,0,0,0,0,0
NR_030756,Mir423,0.1314,1.5151,0.3495,0,0,0
NM_001099316,Rhox2b,0,0,0,0,0,0
NM_001161723,Tfeb,60.4949,94.2898,68.7938,58.2651,36.184,103.9374
NM_001100465,Rhox2h,0,0,0,0,0,0
NM_001243075,Cep57l1,102.1002,120.0298,139.3311,112.138,284.6248,128.0456
NM_023536,Mrto4,122.851,179.5176,193.108,206.3182,792.7761,92.2958
NM_011177,Klk6,0,0,0,0,1.607,0
NM_175225,Tasp1,39.2484,46.5808,55.5218,76.9578,143.9311,76.4981
NM_001004293,Amigo1,8.2662,10.9807,12.2226,13.9254,13.6617,0
NM_022722,Dpys,3.4112,0,0.698,0,1.607,0
NM_146950,Olfr341,0,0,0,0,0,0
NM_001005784,Inadl,9.1863,11.7426,3.1438,1.4652,4.8209,47.3907
NM_177588,Thnsl1,4.4614,22.7148,16.7634,9.1611,15.2752,18.2901
NM_133721,Itga9,29.5226,19.6921,12.5713,3.6643,2.4118,0.8315
NM_001081282,Ibtk,88.8442,146.543,144.9242,177.3679,340.8982,93.1281
NM_031403,Dbr1,53.0134,80.6662,89.739,102.9764,265.3311,63.1975
NM_010197,Fgf1,1.3123,3.7881,3.1424,0,0.8048,2.4936
NM_172779,Ddx26b,92.8049,136.6634,285.9894,230.5005,360.1332,121.3943
NM_001013764,Ces1a,0.7872,0,0,0,0,0
NM_001033382,Cacna2d4,21.124,21.9589,1.746,2.5652,2.4118,59.8701
NR_035474,Mir669m-1,0,0,0,0,0,0
NM_001164804,Coro2a,607.8129,833.7166,710.6029,505.7223,66.7527,187.9295
NR_004434,Rprl1,0,0,0,0,0,0
NR_106060,Mir7092,0,0,0,0,0,0
NR_029811,Mir199b,0,0,0,0,0,0
NM_001177630,Etl4,30.1785,1.8935,1.3961,0.3665,2.4105,1.663
NM_007540,Bdnf,2.4928,0,0,0,0,0
NM_001286948,Pla2g12a,74.1464,317.0576,102.6627,144.0135,2015.8396,48.2294
NM_146848,Olfr1161,0,0,0,0,0,0
NM_029948,Pramef12,0.2624,0,0,0,0,0
NM_177167,Ppm1e,42.5161,106.3811,22.3497,20.5215,68.3494,9.1447
NM_146967,Olfr1226,0,0,0,0,0,0
NM_007481,Arf6,128.3569,207.8942,319.1646,288.4135,597.3764,286.0552
NM_033648,Fxyd4,0.2624,0.3785,0.3491,0,1.607,0
NM_153541,Zbtb8b,0.5248,0,0,0.3662,0,0
NR_015507,C130036L24Rik,20.9969,30.2957,25.8437,27.4833,49.0541,54.0579
NM_001166507,Sec14l1,76.2466,138.2232,105.8127,97.8453,292.6883,121.4038
NM_026799,Drosha,143.9573,193.9,204.98,190.5575,676.176,92.2949
NM_001163713,Tufm,79.2749,96.9492,75.0739,92.7189,238.0087,56.5427
NM_177755,Klhl38,0,0,0,0,0,0
NR_030730,Gm3428,0,0,0,0,0,0
NM_172879,Lrrd1,11.6789,4.5443,6.6353,8.7939,9.6446,9.9776
NM_001281516,Gm21671,0.1314,0,0,0,0,0
NM_001271757,Wnt5b,0.3936,0.7571,0,0.3665,1.607,4.9877
NM_009867,Cdh4,11.5458,0.3789,0,0,0.8048,5.8227
NM_008469,Krt15,0,0,0,0,0,0
NR_015588,4932441J04Rik,0.3936,0,2.7937,1.4655,4.8261,0
NM_001145896,Gse1,169.7048,210.2078,424.6196,292.0745,1050.1639,212.8772
NM_028922,Ppapdc2,18.6375,26.5026,32.1264,26.7503,41.009,22.4511
NR_040418,2310034G01Rik,7.4814,4.1643,12.2198,4.3977,5.6271,0.8318
NM_009476,Upk2,0,0,0,0,0,0
NM_026615,Urm1,201.2166,194.6379,253.1678,281.4422,550.7578,177.9485
NM_201641,Ugt1a10,125.0781,66.2586,232.9158,326.5185,29.7509,2.4953
NM_153505,Nckap1l,241.3302,316.1753,386.9154,380.7549,282.9758,366.6929
NM_001033233,Tmprss11a,0.7879,0,0,0,0,0
NM_001007266,Taar2,0,0,0,0,0,0
NM_007622,Cbx1,376.6119,628.2489,433.3591,321.753,931.9008,221.1796
NM_009235,Sox15,0.3937,3.7866,0,2.199,0.8048,0.8318
NM_133986,Tcta,19.6841,32.1812,31.7754,28.9503,57.0901,34.0931
NM_001080710,Sdr16c6,0,0,0,0,0,0
NR_102276,AI314278,0,0,0,0,0,0
NM_175240,Fam187b,0.9191,0.3785,0,0,1.607,0
NM_001001322,Adamts13,1.312,0,0,0,12.0588,0.8312
NM_001143956,Mettl11b,0,0,0,0,0,0
NM_001033428,Tmem211,0,0,0,0,0,0
NM_146859,Olfr371,0,0,0,0,0,0
NM_001128605,Psen2,123.7652,220.0407,160.9779,167.8396,894.8832,241.9845
NM_011595,Timp3,7.6125,5.2996,2.7932,3.2984,7.2352,0
NM_030725,Syt13,0,0,0,0,0,0
NR_015568,4933406F09Rik,0,0,0,0,0,0
NM_053220,Vmn1r43,0,0,0,0,0,0
NM_001005247,Hps5,35.9568,40.8872,69.4961,68.8921,72.3655,69.0182
NM_011538,Tbx6,9.1842,8.7098,5.2373,1.4662,5.6271,55.7088
NM_133910,Tbc1d14,34.6447,67.7811,65.6496,45.8081,102.9092,131.3861
NM_207233,C1ql2,0,0,0,0,0,0
NM_025442,Alg5,87.4076,116.2433,180.8856,190.5594,323.244,135.5433
NM_016965,Nckap1,2.0992,3.7882,3.4925,0.3665,68.3468,26.6116
NM_001145801,Ctla2b,8.5293,12.1133,9.4265,2.9317,3.214,29.9363
NM_026063,Uqcc2,222.2229,290.8773,273.0679,307.836,529.8333,109.7645
NM_001077184,Bsg,638.3146,917.393,666.2615,838.1023,3052.46,326.7944
NM_029169,Rbm6,142.1264,222.2596,263.2863,203.7548,516.9907,365.8654
NM_001177362,Gpr137,124.0552,118.1369,106.5075,140.7184,137.4927,47.3951
NM_173770,Fam69c,0.3936,0,0,0,0,0
NM_029924,Mbd5,52.7581,80.2683,107.5559,97.4803,202.6295,199.5645
NM_145947,Slc26a7,2.6254,0,0,0,0,0
NM_001025615,Ccdc50,105.6454,167.3474,249.6786,244.0598,235.5866,126.3969
NM_029256,Ccdc83,3.0176,0,0,0.3665,0,0.8318
NM_028820,1700017B05Rik,131.8816,224.5661,190.3137,175.9029,468.7757,73.179
NR_033486,Gm17830,0,0,0,0,0,0
NM_001243017,Gm15140,0,0,0,0,0,0
NM_008576,Abcc1,151.1894,116.25,306.2456,206.3213,333.7118,169.6287
NM_001003668,Krt83,0.2624,0,0,0,0,0
NM_001105196,Tfe3,71.1447,99.979,104.061,91.6154,417.3019,121.4041
NM_020578,Ehd3,13.1238,26.5103,19.2061,7.3294,35.3635,399.1474
NM_025317,Mrpl54,377.8705,462.8036,482.935,448.9293,1440.7912,299.3483
NM_008878,Serpinf2,16.6624,2.6526,0.6983,1.0996,9.647,2.4942
NM_026474,Sugt1,66.2773,87.8606,111.3921,103.7085,242.0038,176.2785
NM_133761,Dcp1a,64.1724,85.9629,86.6056,86.8496,155.9861,113.9165
NM_001163145,1810041L15Rik,6.4288,0,0.698,0,0.8035,0
NM_207023,Tas2r120,0,0,0,0,0,0
NM_001033261,Zfc3h1,60.2444,120.0115,122.2212,115.0668,179.2801,215.3711
NR_040683,4933402J10Rik,0.2624,0,0,0,0,0
NR_030718,F630028O10Rik,19.2946,12.492,197.2935,314.0634,20.1067,5.8222
NR_030764,2700097O09Rik,58.9243,81.0212,100.9283,109.9377,330.4569,78.1686
NM_001111107,Zfp322a,36.8902,65.8751,69.841,67.4271,144.6993,75.6676
NM_001127349,Snx10,117.7292,128.7167,248.2812,198.2547,144.7031,56.5496
NR_003552,Cyp2d13,0,0,0,0,0,0
NM_194057,Ffar1,0,0,0,0,0,0
NR_030675,D730005E14Rik,12.7279,27.2678,13.2692,9.1614,118.2014,20.7867
NM_013493,Cnbp,853.72,1303.8753,1431.9865,1206.7908,2989.918,801.5701
NM_145507,Dars,3.9361,8.7102,9.7786,8.7945,15.2819,8.3152
NM_001109657,Gas7,20.4722,20.0681,26.1907,54.2371,6.4344,21.6256
NM_010193,Fem1b,24.9383,38.6219,71.5889,69.9916,171.2323,60.703
NM_139145,Hlcs,84.1184,69.6625,96.3755,68.1615,93.2663,202.0628
NM_029296,1700001C19Rik,9.0546,46.1843,5.2376,1.8323,0.8048,0.8312
NM_146922,Olfr376,0,0,0,0,0,0
NM_007387,Acp2,39.3731,59.4538,86.9531,96.3817,110.9412,34.9205
NM_001114119,Qrich1,104.9999,160.163,204.6412,219.5105,446.2758,345.071
NR_105023,1010001N08Rik,0.2624,0.3785,0,0,2.4105,0
NM_026188,1700028P14Rik,3.1488,1.8932,1.3961,0,4.0201,0
NM_024248,Cars2,164.5632,190.4745,223.1397,232.7017,379.5309,182.9199
NM_177776,Smtnl2,1.8368,4.5463,1.3969,0.7328,0.8048,1.6636
NM_013904,Hey2,0,0,0,0,0,0
NM_009024,Rara,73.877,137.4453,56.2252,30.4153,65.9349,302.6801
NM_172289,Slc36a4,1.3122,0.3785,4.5396,2.9317,6.4344,2.4954
NM_026011,Arl8b,53.2932,67.3863,133.7464,154.2776,197.7601,63.1926
NM_027222,Mzb1,15.6145,392.4427,1.7466,3.2976,1.6083,9.145
NM_008891,Pnn,616.9292,740.3995,651.6128,625.1774,1498.8882,528.8385
NR_028101,Gm12191,175.0729,401.0879,303.7754,287.3279,664.9013,337.5928
NR_045038,Zfp207,319.9543,465.0031,569.8804,526.2409,1438.3901,419.9281
NM_009373,Tgm2,4.725,37.4983,9.4296,0.7331,290.2713,5.8224
NR_003559,Mrpl48,86.2142,120.4368,106.1545,125.6987,250.0581,78.162
NM_019967,Brinp1,4.4609,0.3785,0.3491,1.0996,0,0
NM_001282086,Trpc6,10.4999,9.4673,18.5058,2.5655,2.4118,1.6636
NM_009605,Adipoq,0,0,0,0,0,0
NM_207537,Mrgprb3,0,0,0,0,0,0
NM_146627,Olfr350,0,0,0,0,0,0
NM_174993,Fmr1nb,0.3936,0,0,0.3665,0.8035,0
NM_009452,Tnfsf4,0.7875,0.3785,0,0.3662,1.6083,0
NM_001081152,Npat,62.2034,104.1396,115.9336,109.5706,315.2343,91.4625
NM_133889,Bsdc1,53.0113,99.2212,67.7464,68.5307,225.1558,116.4084
NM_001136259,Tom1,22.0532,17.793,27.5869,60.0981,63.5193,61.5382
NM_001105254,Gm10436,0,0,0,0,0,0
NM_026031,Utp11l,119.1582,174.1944,208.1254,236.7397,381.0824,140.5194
NM_145958,Kbtbd2,46.1953,76.8606,73.3381,71.8268,135.8925,128.047
NM_178733,Zfp14,4.8547,4.1647,8.7309,8.4285,8.0387,33.2608
NM_134244,Vmn1r197,0,0,0,0,0,0
NM_177256,Prdx6b,1.3135,1.8934,0.6981,5.4966,14.4733,0
NM_080445,B3galt6,37.9255,61.729,47.8374,43.9755,106.1272,18.2933
NM_001034097,Tnfsf12Tnfsf13,40.4292,38.2552,81.3673,136.6839,69.9405,2.4942
NM_001139516,Rbl1,35.1746,56.8028,70.535,60.0984,161.6127,49.8891
NR_105895,Mir6930,0,0,0,0,0,0
NM_027990,Lypd6b,3.1488,0.7571,3.142,1.4656,2.4118,132.2076
NR_040270,2900056M20Rik,32.6783,52.2407,70.8885,65.9662,89.2488,99.7713
NM_001163025,Mon2,104.0647,151.8455,128.5051,138.1577,218.7346,165.4633
NM_010774,Mbd4,76.2428,85.938,163.7767,137.4263,233.9611,43.2414
NM_009053,Rfng,135.5981,139.7456,138.2807,137.4219,593.3487,127.2238
NM_001195090,Tmc8,30.1795,57.9377,23.3973,16.4915,283.0152,324.2865
NM_029401,Vwa5b1,1.0499,0,0,0,0,0
NM_001168403,Ankrd55,11.0228,1.5141,3.1432,1.0994,0.8035,48.2275
NM_013618,Olfr66,0,0,0,0,0,0
NM_020584,Terf2ip,26.5111,22.7174,49.2381,54.2345,88.4256,59.0432
NR_040307,6720468P15Rik,0.3936,0.3785,1.3966,1.4657,1.607,0
